Profile_id,Layer,Horizon code,Start (cm),End (cm),Organic Matter (%),Clay (<2 mu) (%),Silt (2-50 mu) (%),Loam (=silt+clay) (%),Sand (>50mu) (%),Median of sand fraction (mu),pH-KCl,CEC (mmol/kg),Ca-exch (mmol/kg),K-exch (mmol/kg),kationen Na-uit (mmol/kg),kationen Mg-uit (mmol/kg),Total P (mg P2O5/kg),Carbon (%),Total N(%),Bulk density (g per cm3),Laboratory code,Org. matter method,pH method,CEC method,Ca Mg method,Na K method,Total P method,Carbon Method,Total N method,Texture method (m = measurement; s = hand estimate),Soil Classification code,Soil map legend code,X,Y,Year
3928,3,1Cg2,30,60,2.9,47,44,91,10,-99,5.5,-99,115,7,19,167,-99,-99,-99,-99,BL,135,2,,130B,130A,,,,m,gM5p323cp7,gMn,157050,542000,1963
3932,1,1Aap,0,20,4.5,5,6,11,90,150,4.3,-99,-99,-99,-99,-99,-99,-99,0.2,-99,BL,134-2,2,,,,,,39,m,4s432,zEZ,166150,540280,1963
3932,2,1Aa1,20,46,3.6,5,12,17,84,160,3.8,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,m,4s432,zEZ,166150,540280,1963
3932,3,1Aa2,46,73,4.4,4,13,17,84,160,3.7,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,m,4s432,zEZ,166150,540280,1963
3932,5,1Bh,90,105,3.1,0,11,11,89,175,4.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,4s432,zEZ,166150,540280,1963
3934,1,1Apg,5,12,16.2,29,43,72,28,135,5.4,-99,290,4,7,54,-99,-99,0.7,-99,BL,134-2,2,,130B,130A,,,39,m,2k423,kWp,164100,546550,1963
3934,2,2Cg,13,23,15.5,31,41,72,29,140,5.4,-99,280,3,7,62,-99,-99,0.6,-99,BL,134-2,2,,130B,130A,,,39,m,2k423,kWp,164100,546550,1963
3934,7,5Cu,70,100,0.9,0,25,25,75,125,4.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,s,2k423,kWp,164100,546550,1963
3937,1,1Ap,5,18,5.4,3,13,16,84,165,4.5,-99,-99,-99,-99,-99,-99,-99,0.3,-99,BL,134-2,2,,,,,,39,m,2r432,Hn,177560,548110,1963
3937,3,1Bh,22,35,1.7,1,3,3,98,160,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432,Hn,177560,548110,1963
3937,4,1BCe,35,57,0.7,1,3,4,97,165,4.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432,Hn,177560,548110,1963
3937,6,1Cu2,70,90,0.4,0,2,3,97,160,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432,Hn,177560,548110,1963
3939,1,1Ap1,0,25,1.5,8,14,22,78,90,7.6,77,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3939,2,1Ap2,25,35,1.4,8,12,20,80,90,7.6,78,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3939,3,1Cu,35,42,1.4,9,29,38,62,80,7.8,82,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3939,4,1Cg1,42,52,1.5,9,44,53,47,75,7.6,82,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3939,5,1Cg2,52,57,0.4,5,45,50,50,70,7.9,33,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3939,6,1Cg3,57,59,1.5,7,48,55,45,75,7.8,62,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3939,7,2Cu,89,124,40.2,22,72,94,6,-99,6.1,721,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,5k4111a,Zn,171600,532450,1986
3949,1,1Apg,10,25,2.9,42,43,85,15,95,7.2,269,231,10,3,12,-99,2.2,0.2,-99,BL,134-2,2,128B,130B,130A,,136,39,m,M5p325al4,Mn,133070,531900,1986
3949,2,1Cwg1,33,40,0.9,51,44,96,4,-99,7.1,287,232,8,4,10,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5p325al4,Mn,133070,531900,1986
3949,3,1Cwg2,45,50,1.4,52,44,96,4,-99,6.6,259,237,6,3,7,-99,-99,-99,0.888,BL,134-2,2,128B,130B,130A,,,,m,M5p325al4,Mn,133070,531900,1986
3949,4,1Cwg3,55,65,0.9,28,34,61,39,90,7.2,172,49,3,2,6,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5p325al4,Mn,133070,531900,1986
3949,5,1Cg1,70,80,0.6,11,17,28,72,95,7.3,62,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,M5p325al4,Mn,133070,531900,1986
3949,6,1Cg2,90,100,0.8,10,18,28,72,95,7.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p325al4,Mn,133070,531900,1986
3949,7,1Cg3,110,120,0.8,11,20,31,69,100,7.4,74,54,2,3,8,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5p325al4,Mn,133070,531900,1986
3949,8,1Cgr,140,160,1.1,13,18,31,69,95,7.4,108,112,2,4,10,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,M5p325al4,Mn,133070,531900,1986
3977,1,1Ap,0,15,27.6,3,14,17,85,130,4.8,-99,-99,-99,-99,-99,-99,-99,0.6,-99,BL,134-2,2,,,,,,39,m,1hz7,aV,256275,552900,1972
3977,5,2Ahb,70,80,6.1,11,28,39,61,120,3.6,-99,-99,-99,-99,-99,-99,-99,0.2,-99,BL,134-2,2,,,,,,39,m,1hz7,aV,256275,552900,1972
3977,7,2Cr1,120,300,0.1,3,9,12,88,140,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1hz7,aV,256275,552900,1972
3977,8,2Cr2,300,400,0,3,11,13,87,135,4.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1hz7,aV,256275,552900,1972
3978,1,1Ap,0,10,33.4,2,17,20,81,120,4.8,-99,-99,-99,-99,-99,-99,-99,0.6,-99,BL,134-2,2,,,,,,39,m,1hz11,aV,253565,558750,1972
3978,3,1Cw2,40,50,89.7,-99,-99,-99,-99,-99,3.7,-99,-99,-99,-99,-99,-99,-99,2.1,-99,BL,134-2,2,,,,,,39,s,1hz11,aV,253565,558750,1972
3978,5,2Ah,110,120,17.5,15,45,60,40,80,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1hz11,aV,253565,558750,1972
3978,6,3Cr1,130,145,13.9,7,29,36,65,130,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1hz11,aV,253565,558750,1972
3978,7,3Cr2,240,290,30.5,20,51,71,28,90,4.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,1hz11,aV,253565,558750,1972
3989,1,1Ap,2,14,7.2,6,28,33,67,100,5.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,g4i432x5,pZn,241640,560390,1970
3989,3,1ACg,30,40,1.8,7,26,32,68,95,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,g4i432x5,pZn,241640,560390,1970
3989,4,2Cg,60,70,0.2,16,27,44,57,85,3.9,68,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,g4i432x5,pZn,241640,560390,1970
3989,5,2Cg1,110,120,0.1,17,31,48,52,85,3.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,g4i432x5,pZn,241640,560390,1970
4000,1,1Aap,14,20,11.5,3,10,14,86,130,4.2,-99,-99,-99,-99,-99,-99,-99,-99,1.102,BL,134-2,2,,,,,,,m,2m423,zWp,245910,571710,1977
4000,2,2Cu,33,39,89,25,57,82,18,115,3.6,-99,-99,-99,-99,-99,-99,54,1.3,0.286,BL,134-2,2,,,,,136,39,m,2m423,zWp,245910,571710,1977
4000,3,2Ah,43,49,20,1,16,18,82,130,3.4,-99,-99,-99,-99,-99,-99,10.5,0.3,0.974,BL,134-2,2,,,,,136,39,m,2m423,zWp,245910,571710,1977
4000,4,3Bheb1,53,59,7.2,3,23,26,74,135,3.6,-99,-99,-99,-99,-99,-99,-99,-99,1.326,BL,134-2,2,,,,,,,m,2m423,zWp,245910,571710,1977
4000,5,3Bheb2,64,70,4.7,2,5,7,93,130,3.8,-99,-99,-99,-99,-99,-99,-99,-99,1.586,BL,134-2,2,,,,,,,m,2m423,zWp,245910,571710,1977
4000,6,3BCe,75,81,1.4,2,3,5,95,135,4.1,-99,-99,-99,-99,-99,-99,-99,-99,1.72,BL,134-2,2,,,,,,,m,2m423,zWp,245910,571710,1977
4000,7,3Ce,94,100,0.5,1,4,5,95,130,4.3,-99,-99,-99,-99,-99,-99,-99,-99,1.683,BL,134-2,2,,,,,,,m,2m423,zWp,245910,571710,1977
4007,1,1Aap,0,15,16.7,7,6,13,87,130,4.6,-99,-99,-99,-99,-99,-99,-99,0.4,-99,BL,134-2,2,,,,,,39,m,2n421,vWp,251340,569500,1972
4007,2,1Cw1,20,25,93.8,-99,-99,-99,-99,-99,3.6,-99,-99,-99,-99,-99,-99,-99,0.9,-99,BL,134-2,2,,,,,,39,s,2n421,vWp,251340,569500,1972
4007,5,2BCe,60,90,1.3,3,3,6,94,130,4.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n421,vWp,251340,569500,1972
4007,6,2Cr1,250,350,0,4,7,10,91,130,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n421,vWp,251340,569500,1972
4007,7,2Cr2,350,400,0,4,7,11,89,130,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n421,vWp,251340,569500,1972
4009,1,1Aap,0,15,21.6,3,13,16,84,130,4.8,-99,-99,-99,-99,-99,-99,-99,0.5,-99,BL,134-2,2,,,,,,39,m,2n422,vWp,254340,564900,1972
4009,5,2Ce,65,100,0.7,4,3,6,94,140,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n422,vWp,254340,564900,1972
4009,7,2Cr2,160,200,0.2,4,8,12,88,115,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n422,vWp,254340,564900,1972
4010,1,1Ap,0,15,10.8,4,11,14,87,135,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r422,Hn,255830,567200,1972
4010,4,1Cu,80,100,0.5,2,5,7,92,135,4.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r422,Hn,255830,567200,1972
4010,5,1Cr,300,360,0.1,4,10,14,86,135,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r422,Hn,255830,567200,1972
4012,1,1Ap,0,20,4.9,2,11,13,87,165,5.5,-99,-99,-99,-99,-99,-99,2.6,0.2,-99,BL,134-2,2,,,,,136,39,m,2r432x9,Hn,231380,556400,1984
4012,3,1Bhe,25,40,1.6,2,6,8,92,165,4.2,-99,-99,-99,-99,-99,-99,0.7,0,-99,BL,134-2,2,,,,,136,39,m,2r432x9,Hn,231380,556400,1984
4012,4,1BCe1,40,55,1.4,2,12,15,86,160,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432x9,Hn,231380,556400,1984
4012,5,1BCe2,55,70,1,3,26,29,71,150,4.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432x9,Hn,231380,556400,1984
4012,6,1BCe3,70,90,0.6,5,13,19,81,150,4.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432x9,Hn,231380,556400,1984
4012,7,2Cg1,90,100,0.1,18,15,33,67,180,4,69,11,2,0,2,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,2r432x9,Hn,231380,556400,1984
4012,8,2Cg2,140,150,0.1,2,0,3,98,160,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r432x9,Hn,231380,556400,1984
4014,1,1Ap,5,20,30.5,8,44,52,48,160,5.1,529,410,2,0,11,-99,-99,-99,0.53,BL,134-2,2,128B,130B,130A,,,,m,v4d433x8,Wg,234800,552400,1984
4014,2,2ACu,30,40,30.5,4,20,24,77,155,5.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,v4d433x8,Wg,234800,552400,1984
4014,3,3Cg1,50,70,0,3,8,11,89,150,6.2,-99,-99,-99,-99,-99,-99,-99,-99,1.71,BL,134-2,2,,,,,,,m,v4d433x8,Wg,234800,552400,1984
4014,5,3Cri,80,95,0.1,16,22,38,62,170,6.8,72,68,2,0,5,-99,-99,-99,1.86,BL,134-2,2,128B,130B,130A,,,,m,v4d433x8,Wg,234800,552400,1984
4020,1,1Aap,0,12,9.7,5,9,14,86,130,5.3,-99,-99,-99,-99,-99,-99,-99,0.3,-99,BL,134-2,2,,,,,,39,m,2m424,zWp,249560,570910,1972
4020,4,2Ah,30,35,49.6,-99,-99,-99,-99,-99,3.7,-99,-99,-99,-99,-99,-99,-99,1.3,-99,BL,134-2,2,,,,,,39,s,2m424,zWp,249560,570910,1972
4020,5,3Bheb,40,50,19.5,11,47,58,42,120,3.6,-99,-99,-99,-99,-99,-99,-99,0.5,-99,BL,134-2,2,,,,,,39,m,2m424,zWp,249560,570910,1972
4020,6,3BCe,55,70,1.2,1,12,12,88,125,4.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2m424,zWp,249560,570910,1972
4026,1,1Aap,0,15,19.7,3,10,13,87,165,2.9,-99,-99,-99,-99,-99,-99,-99,0.3,-99,BL,134-2,2,,,,,,39,m,2n433,vWp,235825,525010,1973
4026,2,1Cu1,15,35,95.1,-99,-99,-99,-99,-99,2.6,-99,-99,-99,-99,-99,-99,-99,0.7,-99,BL,134-2,2,,,,,,39,s,2n433,vWp,235825,525010,1973
4026,6,2Bheb1,55,68,6.7,3,26,29,71,170,3.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n433,vWp,235825,525010,1973
4026,9,2Ce,100,180,0.4,2,6,8,92,160,3.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2n433,vWp,235825,525010,1973
4051,3,2Eub,10,20,1,2,5,7,93,170,3.5,-99,-99,-99,-99,-99,-99,-99,0,-99,BL,134-2,2,,,,,,39,m,2v431,Hd,235590,539665,1971
4051,5,2Bheb,25,30,7.4,4,5,9,92,170,3.7,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,m,2v431,Hd,235590,539665,1971
4051,6,2Bhsb1,30,40,3.5,3,6,9,91,165,4,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,m,2v431,Hd,235590,539665,1971
4051,7,2Bhsb2,40,55,2.1,3,7,10,90,165,4.3,-99,-99,-99,-99,-99,-99,-99,0,-99,BL,134-2,2,,,,,,39,m,2v431,Hd,235590,539665,1971
4051,8,2BCy,55,70,1,3,5,8,92,160,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2v431,Hd,235590,539665,1971
4080,1,1Apg,5,15,4.2,5,17,21,79,135,4.2,82,-99,-99,-99,-99,-99,1.8,0.2,-99,BL,134-2,2,128B,,,,136,39,m,4i423,pZn,214710,531900,1980
4080,2,1ACg,20,30,2.6,4,17,21,79,130,4.2,58,-99,-99,-99,-99,-99,1.1,0.1,-99,BL,134-2,2,128B,,,,136,39,m,4i423,pZn,214710,531900,1980
4080,3,1Cg1,40,50,0.1,4,7,11,89,130,4.2,20,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,4i423,pZn,214710,531900,1980
4080,4,1Cg2,70,80,0.2,5,10,14,86,130,4.2,21,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,4i423,pZn,214710,531900,1980
4096,1,1Aap,10,30,3.3,6,16,21,79,165,4,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,134-2,2,,,,,,39,m,2d433x8,cY,205975,532625,1980
4096,2,2Bhe,45,60,1.4,7,16,23,78,175,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2d433x8,cY,205975,532625,1980
4096,4,3Cg,80,100,0.3,14,29,43,57,185,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2d433x8,cY,205975,532625,1980
4106,1,1Aag,20,40,2.3,8,12,19,81,170,4.3,-99,-99,-99,-99,-99,-99,1.2,0.1,-99,BL,134-2,2,,,,,136,39,m,c4h433x5,pZg,197475,534840,1981
4106,3,2Cg1,55,65,0.3,11,13,24,76,170,4.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,c4h433x5,pZg,197475,534840,1981
4106,4,2Cg2,80,100,0,19,16,35,65,155,4.1,78,31,3,1,13,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,c4h433x5,pZg,197475,534840,1981
4113,1,1Aap,5,15,7.9,3,11,14,86,150,4.6,155,-99,-99,-99,-99,-99,4.2,0.4,-99,BL,134-2,2,128B,,,,136,39,m,2m421,zWp,209675,537800,1980
4113,2,2Cu,20,30,81,2,82,84,16,100,4.6,-99,-99,-99,-99,-99,-99,47.7,2.1,-99,BL,134-2,2,,,,,136,39,m,2m421,zWp,209675,537800,1980
4113,4,3Bhb1,33,38,3.4,5,39,44,56,85,4.6,-99,-99,-99,-99,-99,-99,-99,-99,1.3,BL,134-2,2,,,,,,,m,2m421,zWp,209675,537800,1980
4113,5,3Bhb2,40,47,1.3,2,6,8,92,150,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2m421,zWp,209675,537800,1980
4113,7,3BCe,65,75,0.8,3,5,8,92,155,4.7,43,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,2m421,zWp,209675,537800,1980
4113,8,4Cgr,95,105,0.6,9,13,23,77,130,4.7,54,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,128B,,,,,,m,2m421,zWp,209675,537800,1980
4119,2,1Ah2,5,14,8.4,33,44,76,24,100,4,262,105,4,2,31,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,1sc,kV,184630,537740,1981
4119,3,1Cg,14,23,4.9,40,48,88,12,80,3.9,276,116,4,3,42,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,1sc,kV,184630,537740,1981
4119,4,2Cu1,23,28,44.5,31,59,91,9,-99,3.4,709,138,3,6,36,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,1sc,kV,184630,537740,1981
4120,1,1Ap,5,16,8.9,25,43,68,32,80,5.3,262,159,26,2,40,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,1ss,kV,180180,540260,1981
4120,2,1Cg,16,30,3.5,31,53,83,17,70,5.8,207,122,28,3,41,-99,-99,-99,-99,BL,134-2,2,128B,130B,130A,,,,m,1ss,kV,180180,540260,1981
4120,3,2Cu1,30,42,75.4,11,64,75,25,145,5.4,-99,843,66,43,333,-99,-99,-99,-99,BL,134-2,2,,130B,130A,,,,m,1ss,kV,180180,540260,1981
4126,1,1Ap,0,20,4.3,4,23,27,73,155,4.5,-99,-99,-99,-99,-99,-99,-99,0.1,-99,BL,135,2,,,,,,39,m,2z433,Hd,243870,528650,1962
4126,2,1Bhs,20,40,3.7,5,17,21,80,160,4.7,-99,-99,-99,-99,-99,-99,-99,0.8,-99,BL,135,2,,,,,,39,m,2z433,Hd,243870,528650,1962
4126,4,1Cy,50,80,0.9,3,20,23,77,160,4.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,135,2,,,,,,,m,2z433,Hd,243870,528650,1962
4135,2,1ACg,8,25,3.3,44,43,87,13,80,4.3,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,gM5p324cv10,gMn,205200,594850,1977
4135,4,1Cg2,35,50,0.5,48,44,92,8,-99,5.2,-99,90,6,30,107,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,gM5p324cv10,gMn,205200,594850,1977
4135,5,1Cg3,60,80,0,47,47,94,6,-99,5.7,-99,68,10,48,106,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,gM5p324cv10,gMn,205200,594850,1977
4136,1,1Ap,0,20,8.3,37,43,81,19,85,6,-99,-99,-99,-99,-99,3,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p325a,Mn,208950,589880,1977
4136,2,1ACw1,20,45,1.1,42,44,85,15,80,6.5,-99,171,25,2,41,2,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5p325a,Mn,208950,589880,1977
4136,3,1ACw2,45,60,0.7,44,43,87,13,80,7.2,-99,187,23,1,29,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5p325a,Mn,208950,589880,1977
4136,4,1Cg1,60,100,0.9,43,43,86,14,80,7.3,-99,162,20,2,26,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5p325a,Mn,208950,589880,1977
4138,1,1Apg,5,25,1.1,12,36,48,52,80,6,-99,-99,-99,-99,-99,1,-99,-99,-99,BL,134-2,2,,,,23,,,m,M5p225b,Mn,216175,598000,1977
4138,4,1Cg3,40,50,0.2,13,35,48,52,80,7.2,-99,74,2,1,7,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5p225b,Mn,216175,598000,1977
4138,5,1Cg4,65,85,0.2,26,45,70,30,80,7.1,-99,125,5,2,16,1,-99,-99,-99,BL,134-2,2,,130B,130A,23,,,m,M5p225b,Mn,216175,598000,1977
4152,1,1Ap,0,30,2.8,30,-99,-99,-99,-99,7.2,-99,-99,-99,-99,-99,-99,-99,0.2,-99,BL,134-2,2,,,,,,39,s,M5p315ap12,Mn,158600,479150,1993
4152,2,1Cg,30,60,8.6,30,-99,-99,-99,-99,7,-99,-99,-99,-99,-99,-99,-99,0.4,-99,BL,134-2,2,,,,,,39,s,M5p315ap12,Mn,158600,479150,1993
4152,3,1Cw,60,120,12.9,20,-99,-99,-99,-99,7,-99,-99,-99,-99,-99,-99,-99,0.5,-99,BL,134-2,2,,,,,,39,s,M5p315ap12,Mn,158600,479150,1993
4154,1,1Ap,15,23,2.4,35,51,86,14,70,7.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,164800,493000,1994
4154,2,1Cwg,30,38,2.1,36,58,94,6,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,164800,493000,1994
4154,3,1Cg,45,53,4.7,37,61,98,2,-99,7.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,M5p315a,Mn,164800,493000,1994
4157,1,1Ap,0,25,3.2,2,3,5,95,195,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r431,Hn,264700,473220,1996
4157,2,1BCe,30,50,0.9,2,1,3,97,180,4.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r431,Hn,264700,473220,1996
4157,4,1Cg,90,120,0.2,2,2,4,96,175,4.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2r431,Hn,264700,473220,1996
4165,1,1Aap,0,35,0.3,4,13,16,84,165,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2q432,cHn,214580,487055,1997
4165,4,1Cg,60,95,0.7,2,7,9,91,155,5.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2q432,cHn,214580,487055,1997
4165,5,1Cu1,95,130,0.3,5,2,6,94,165,4.9,-99,-99,-99,-99,-99,-99,-99,-99,-99,BL,134-2,2,,,,,,,m,2q432,cHn,214580,487055,1997
4176,1,1Ln,-2,0,58.8,-99,-99,-99,-99,-99,5.6,652,537,20,7,65,1603,-99,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,k5k5111a,Zn,184000,508000,1995
4176,3,2Ah,0,10,4.1,14,-99,-99,-99,-99,7.1,155,144,3,1,7,570,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,k5k5111a,Zn,184000,508000,1995
4176,4,2Cu1,10,30,1,14,-99,-99,-99,-99,7.8,-99,-99,-99,-99,-99,390,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,k5k5111a,Zn,184000,508000,1995
4182,2,1Fz,-3,0,69,-99,-99,-99,-99,-99,2.9,360,117,14,13,51,1420,-99,1.6,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t4311c,Zd,96000,479000,1995
4182,4,2Ah,0,10,4.2,2,4,6,94,180,3.1,27,3,1,1,2,290,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t4311c,Zd,96000,479000,1995
4182,5,2BC,10,30,2.1,2,4,6,94,180,3.5,-99,-99,-99,-99,-99,230,-99,0.1,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,5t4311c,Zd,96000,479000,1995
4183,1,1Lv,-6,-1,82,-99,-99,-99,-99,-99,3.5,337,182,12,25,56,1306,-99,1.3,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t4311a,Zd,99000,486000,1995
4183,2,1Fz,-1,0,56.5,-99,-99,-99,-99,-99,3.1,316,143,6,15,38,962,-99,1,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t4311a,Zd,99000,486000,1995
4183,4,2A/C,0,10,2.2,1,5,6,94,180,5.7,36,32,1,1,3,240,-99,0,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,5t4311a,Zd,99000,486000,1995
4183,5,2Cu,10,30,0.6,1,5,6,94,180,7.2,-99,-99,-99,-99,-99,250,-99,0,-99,SC,SWV-M0010,SWV-M0013,,,,23,,39,s,5t4311a,Zd,99000,486000,1995
4185,2,1Fz,-2,0,42.9,-99,-99,-99,-99,-99,2.6,275,52,3,2,10,870,-99,0.8,-99,SC,SWV-M0010,SWV-M0013,SWV-M0024,SWV-M0024,SWV-M0024,23,,39,s,2z511,Hd,195000,488000,1995
